id,name,state_id
1164,Pánuco,32
1165,Pánuco de Coronado,10
1166,Pátzcuaro,16
1167,Pénjamo,11
1168,Pabellón de Arteaga,1
1169,Pachuca de Soto,13
1170,Pacula,13
1171,Padilla,28
1172,Pahuatlán,21
1173,Pajacuarán,16
1174,Pajapan,30
1175,Palenque,7
1176,Palizada,4
1177,Palmar de Bravo,21
1178,Palmillas,28
1179,Panabá,31
1180,Panindócuaro,16
1181,Panotla,29
1182,Pantelhó,7
1183,Pantepec,7
1184,Pantepec,21
1185,Papalotla,15
1186,Papalotla de Xicohténcatl,29
1187,Papantla,30
1188,Parácuaro,16
1189,Parás,19
1190,Paraóso,27
1191,Paracho,16
1192,Parras,5
1193,Paso de Ovejas,30
1194,Paso Del Macho,30
1195,Peñón Blanco,10
1196,Peñamiller,22
1197,Pedro Ascencio Alquisiras,12
1198,Pedro Escobedo,22
1199,Penjamillo,16
1200,Peribán,16
1201,Perote,30
1202,Pesqueróa,19
1203,Petatlán,12
1204,Petlalcingo,21
1205,Peto,31
1206,Piaxtla,21
1207,Pichucalco,7
1208,Piedras Negras,5
1209,Pihuamo,14
1210,Pijijiapan,7
1211,Pilcaya,12
1212,Pinal de Amoles,22
1213,Pinos,32
1214,Pinotepa de Don Luis,20
1215,Pisaflores,13
1216,Pitiquito,26
1217,Platón Sánchez,30
1218,Playa Vicente,30
1219,Playas de Rosarito,2
1220,Pluma Hidalgo,20
1221,Poanas,10
1222,Polotitlán,15
1223,Poncitlán,14
1224,Poza Rica,30
1225,Praxedis G. Guerrero,8
1226,Progreso,31
1227,Progreso,5
1228,Progreso de Obregón,13
1229,Puebla,21
1230,Pueblo Nuevo,10
1231,Pueblo Nuevo,11
1232,Pueblo Nuevo Solistahuacán,7
1233,Pueblo Viejo,30
1234,Puente de Ixtla,17
1235,Puente Nacional,30
1236,Puerto Peñasco,26
1237,Puerto Vallarta,14
1238,Pungarabato,12
1239,Purépero,16
1240,Purísima del Rincón,11
1241,Puruándiro,16
1242,Putla Villa de Guerrero,20
1243,Quecholac,21
1244,Quechultenango,12
1245,Queréndaro,16
1246,Querétaro,22
1247,Quimixtlán,21
1248,Quintana Roo,31
1249,Quiriego,26
1250,Quiroga,16
1251,Quitupan,14
1252,Rafael Delgado,30
1253,Rafael Lara Grajales,21
1254,Rafael Lucio,30
1255,Ramos Arizpe,5
1256,Río Blanco,30
1257,Río Bravo,28
1258,Río Grande,32
1259,Río Lagartos,31
1260,Rayón,7
1261,Rayón,24
1262,Rayón,26
1263,Rayón,15
1264,Rayones,19
1265,Reforma,7
1266,Reforma de Pineda,20
1267,Reyes Etla,20
1268,Reynosa,28
1269,Rincón de Romos,1
1270,Rioverde,24
1271,Riva Palacio,8
1272,Rodeo,10
1273,Rojas de Cuauhtémoc,20
1274,Romita,11
1275,Rosales,8
1276,Rosamorada,18
1277,Rosario,25
1278,Rosario,26
1279,Rosario,8
1280,Ruóz,18
1281,Sáric,26
1282,Sabanilla,7
1283,Sabinas,5
1284,Sabinas Hidalgo,19
1285,Sacalum,31
1286,Sacramento,5
1287,Sahuaripa,26
1288,Sahuayo,16
1289,Sain Alto,32
1290,Salamanca,11
1291,Salina Cruz,20
1292,Salinas,24
1293,Salinas Victoria,19
1294,Saltabarranca,30
1295,Saltillo,5
1296,Salto de Agua,7
1297,Salvador Alvarado,25
1298,Salvador Escalante,16
1299,Salvatierra,11
1300,Samahil,31
1301,San Agustón Amatengo,20
1302,San Agustón Atenango,20
1303,San Agustón Chayuco,20
1304,San Agustón de las Juntas,20
1305,San Agustón Etla,20
1306,San Agustón Loxicha,20
1307,San Agustón Metzquititlán,13
1308,San Agustón Tlacotepec,20
1309,San Agustón Tlaxiaca,13
1310,San Agustón Yatareni,20
1311,San Andrés Cabecera Nueva,20
1312,San Andrés Cholula,21
1313,San Andrés Dinicuiti,20
1314,San Andrés Duraznal,7
1315,San Andrés Huaxpaltepec,20
1316,San Andrés Huayapam,20
1317,San Andrés Ixtlahuaca,20
1318,San Andrés Lagunas,20
1319,San Andrés Nuxiño,20
1320,San Andrés Paxtlán,20
1321,San Andrés Sinaxtla,20
1322,San Andrés Solaga,20
1323,San Andrés Tenejapan,30
1324,San Andrés Teotilalpam,20
1325,San Andrés Tepetlapa,20
1326,San Andrés Tuxtla,30
1327,San Andrés Yaá,20
1328,San Andrés Zabache,20
1329,San Andrés Zautla,20
1330,San Antonino Castillo Velasco,20
1331,San Antonino El Alto,20
1332,San Antonino Monte Verde,20
1333,San Antonio,24
1334,San Antonio Acutla,20
1335,San Antonio Cañada,21
1336,San Antonio de La Cal,20
1337,San Antonio Huitepec,20
1338,San Antonio La Isla,15
1339,San Antonio Nanahuatópam,20
1340,San Antonio Sinicahua,20
1341,San Antonio Tepetlapa,20
1342,San Baltazar Chichicápam,20
1343,San Baltazar Loxicha,20
1344,San Baltazar Yatzachi El Bajo,20
1345,San Bartolo Coyotepec,20
1346,San Bartolo Soyaltepec,20
1347,San Bartolo Tutotepec,13
1348,San Bartolo Yautepec,20
1349,San Bartolomé Ayautla,20
1350,San Bartolomé Loxicha,20
1351,San Bartolomé Quialana,20
1352,San Bartolomé Yucuañe,20
1353,San Bartolomé Zoogocho,20
1354,San Bernardo,10
1355,San Bernardo Mixtepec,20
1356,San Blas,18
1357,San Blas Atempa,20
1358,San Buenaventura,5
1359,San Carlos,28
1360,San Carlos Yautepec,20
1361,San Ciro de Acosta,24
1362,San Cristóbal Amatlán,20
1363,San Cristóbal Amoltepec,20
1364,San Cristóbal de la Barranca,14
1365,San Cristóbal de las Casas,7
1366,San Cristóbal Lachirioag,20
1367,San Cristóbal Suchixtlahuaca,20
1368,San Damián Texoloc,29
1369,San Diego de Alejandróa,14
1370,San Diego de la Unión,11
1371,San Diego la Mesa Tochimiltzingo,21
1372,San Dimas,10
1373,San Dionisio Del Mar,20
1374,San Dionisio Ocotepec,20
1375,San Dionisio Ocotlán,20
1376,San Esteban Atatlahuca,20
1377,San Felipe,31
1378,San Felipe,11
1379,San Felipe de Jesús,26
1380,San Felipe Del Progreso,15
1381,San Felipe Jalapa de Díaz,20
1382,San Felipe Orizatlán,13
1383,San Felipe Tejalapam,20
1384,San Felipe Teotlalcingo,21
1385,San Felipe Tepatlán,21
1386,San Felipe Usila,20
1387,San Fernando,28
1388,San Fernando,7
1389,San Francisco Cahuacuá,20
1390,San Francisco Cajonos,20
1391,San Francisco Chapulapa,20
1392,San Francisco Chindúa,20
1393,San Francisco de Borja,8
1394,San Francisco de Conchos,8
1395,San Francisco de los Romo,1
1396,San Francisco Del Mar,20
1397,San Francisco Del Oro,8
1398,San Francisco del Rincón,11
1399,San Francisco Huehuetlán,20
1400,San Francisco Ixhuatán,20
1401,San Francisco Jaltepetongo,20
1402,San Francisco Lachigoló,20
1403,San Francisco Logueche,20
1404,San Francisco Nuxaño,20
1405,San Francisco Ozolotepec,20
1406,San Francisco Sola,20
1407,San Francisco Telixtlahuaca,20
1408,San Francisco Teopan,20
1409,San Francisco Tetlanohcan,29
1410,San Francisco Tlapancingo,20
1411,San Gabriel,14
1412,San Gabriel Chilac,21
1413,San Gabriel Mixtepec,20
1414,San Gregorio Atzompa,21
1415,San Ignacio,25
1416,San Ignacio Río Muerto,26
1417,San Ildefonso Amatlán,20
1418,San Ildefonso Sola,20
1419,San Ildefonso Villa Alta,20
1420,San Jacinto Amilpas,20
1421,San Jacinto Tlacotepec,20
1422,San Javier,26
1423,San Jerónimo Coatlán,20
1424,San Jerónimo Silacayoapilla,20
1425,San Jerónimo Sosola,20
1426,San Jerónimo Taviche,20
1427,San Jerónimo Tecoátl,20
1428,San Jerónimo Tecuanipan,21
1429,San Jerónimo Tlacochahuaya,20
1430,San Jerónimo Xayacatlán,21
1431,San Jerónimo Zacualpan,29
1432,San Joaquón,22
1433,San Jorge Nuchita,20
1434,San José Ayuquila,20
1435,San José Chiapa,21
1436,San José Chiltepec,20
1437,San José de Gracia,1
1438,San José del Peñasco,20
1439,San José del Progreso,20
1440,San José del Rincón,15
1441,San José Estancia Grande,20
1442,San José Independencia,20
1443,San José Iturbide,11
1444,San José Lachiguiri,20
1445,San José Miahuatlán,21
1446,San José Teacalco,29
1447,San José Tenango,20
1448,San Juan ñumi,20
1449,San Juan Achiutla,20
1450,San Juan Atenco,21
1451,San Juan Atepec,20
1452,San Juan Atzompa,21
1453,San Juan Bautista Atatlahuca,20
1454,San Juan Bautista Coixtlahuaca,20
1455,San Juan Bautista Cuicatlán,20
1456,San Juan Bautista Guelache,20
1457,San Juan Bautista Jayacatlán,20
1458,San Juan Bautista Lo de Soto,20
1459,San Juan Bautista Suchitepec,20
1460,San Juan Bautista Tlachichilco,20
1461,San Juan Bautista Tlacoatzintepec,20
1462,San Juan Bautista Tuxtepec,20
1463,San Juan Bautista Valle Nacional,20
1464,San Juan Cacahuatepec,20
1465,San Juan Cancuc,7
1466,San Juan Chicomezúchil,20
1467,San Juan Chilateca,20
1468,San Juan Cieneguilla,20
1469,San Juan Coatzóspam,20
1470,San Juan Colorado,20
1471,San Juan Comaltepec,20
1472,San Juan Cotzocón,20
1473,San Juan de Guadalupe,10
1474,San Juan de los Cués,20
1475,San Juan de los Lagos,14
1476,San Juan de Sabinas,5
1477,San Juan Del Estado,20
1478,San Juan del Río,20
1479,San Juan del Río,22
1480,San Juan del Río,10
1481,San Juan Diuxi,20
1482,San Juan Evangelista,30
1483,San Juan Evangelista Analco,20
1484,San Juan Guelavóa,20
1485,San Juan Guichicovi,20
1486,San Juan Huactzinco,29
1487,San Juan Ihualtepec,20
1488,San Juan Juquila Mixes,20
1489,San Juan Juquila Vijanos,20
1490,San Juan Lachao,20
1491,San Juan Lachigalla,20
1492,San Juan Lajarcia,20
1493,San Juan Lalana,20
1494,San Juan Mazatlán,20
1495,San Juan Mixtepec Juxtlahuaca,20
1496,San Juan Mixtepec Miahuatlán,20
1497,San Juan Ozolotepec,20
1498,San Juan Petlapa,20
1499,San Juan Quiahije,20
1500,San Juan Quiotepec,20
1501,San Juan Sayultepec,20
1502,San Juan Tabaá,20
1503,San Juan Tamazola,20
1504,San Juan Teita,20
1505,San Juan Teitipac,20
1506,San Juan Tepeuxila,20
1507,San Juan Teposcolula,20
1508,San Juan Yaeé,20
1509,San Juan Yatzona,20
1510,San Juan Yucuita,20
1511,San Juanito de Escobedo,14
1512,San Julián,14
1513,San Lorenzo,20
1514,San Lorenzo Albarradas,20
1515,San Lorenzo Axocomanitla,29
1516,San Lorenzo Cacaotepec,20
1517,San Lorenzo Cuaunecuiltitla,20
1518,San Lorenzo Texmelucan,20
1519,San Lorenzo Victoria,20
1520,San Lucas,16
1521,San Lucas,7
1522,San Lucas Camotlán,20
1523,San Lucas Ojitlán,20
1524,San Lucas Quiavinó,20
1525,San Lucas Tecopilco,29
1526,San Lucas Zoquiápam,20
1527,San Luis Acatlán,12
1528,San Luis Amatlán,20
1529,San Luis de La Paz,11
1530,San Luis Del Cordero,10
1531,San Luis Potosí,24
1532,San Luis Río Colorado,26
1533,San Marcial Ozolotepec,20
1534,San Marcos,12
1535,San Marcos,14
1536,San Marcos Arteaga,20
1537,San Martín Chalchicuautla,24
1538,San Martín de Bolaños,14
1539,San Martín de las Pirámides,15
1540,San Martín de los Cansecos,20
1541,San Martín Hidalgo,14
1542,San Martín Huamelúlpam,20
1543,San Martín Itunyoso,20
1544,San Martín Lachilá,20
1545,San Martín Peras,20
1546,San Martín Texmelucan,21
1547,San Martín Tilcajete,20
1548,San Martín Totoltepec,21
1549,San Martín Toxpalan,20
1550,San Martín Zacatepec,20
1551,San Matóas Tlalancaleca,21
1552,San Mateo Atenco,15
1553,San Mateo Cajonos,20
1554,San Mateo Del Mar,20
1555,San Mateo Etlatongo,20
1556,San Mateo Nejápam,20
1557,San Mateo Peñasco,20
1558,San Mateo Piñas,20
1559,San Mateo Río Hondo,20
1560,San Mateo Sindihui,20
1561,San Mateo Tlapiltepec,20
1562,San Mateo Yoloxochitlán,20
1563,San Melchor Betaza,20
1564,San Miguel Achiutla,20
1565,San Miguel Ahuehuetitlán,20
1566,San Miguel Aloápam,20
1567,San Miguel Amatitlán,20
1568,San Miguel Amatlán,20
1569,San Miguel Chicahua,20
1570,San Miguel Chimalapa,20
1571,San Miguel Coatlán,20
1572,San Miguel de Allende,11
1573,San Miguel de Horcasitas,26
1574,San Miguel Del Puerto,20
1575,San Miguel del Río,20
1576,San Miguel Ejutla,20
1577,San Miguel El Alto,14
1578,San Miguel El Grande,20
1579,San Miguel Huautla,20
1580,San Miguel Ixitlán,21
1581,San Miguel Mixtepec,20
1582,San Miguel Panixtlahuaca,20
1583,San Miguel Peras,20
1584,San Miguel Piedras,20
1585,San Miguel Quetzaltepec,20
1586,San Miguel Santa Flor,20
1587,San Miguel Soyaltepec,20
1588,San Miguel Suchixtepec,20
1589,San Miguel Tecomatlán,20
1590,San Miguel Tenango,20
1591,San Miguel Tequixtepec,20
1592,San Miguel Tilquiápam,20
1593,San Miguel Tlacamama,20
1594,San Miguel Tlacotepec,20
1595,San Miguel Totolapan,12
1596,San Miguel Tulancingo,20
1597,San Miguel Xoxtla,21
1598,San Miguel Yotao,20
1599,San Nicolás,20
1600,San Nicolás,28
1601,San Nicolás Buenos Aires,21
1602,San Nicolás de los Garza,19
1603,San Nicolás de los Ranchos,21
1604,San Nicolás Hidalgo,20
1605,San Nicolás Tolentino,24
1606,San Pablo Anicano,21
1607,San Pablo Coatlán,20
1608,San Pablo Cuatro Venados,20
1609,San Pablo Del Monte,29
1610,San Pablo Etla,20
1611,San Pablo Huitzo,20
1612,San Pablo Huixtepec,20
1613,San Pablo Macuiltianguis,20
1614,San Pablo Tijaltepec,20
1615,San Pablo Villa de Mitla,20
1616,San Pablo Yaganiza,20
1617,San Pedro,5
1618,San Pedro Amuzgos,20
1619,San Pedro Apóstol,20
1620,San Pedro Atoyac,20
1621,San Pedro Cajonos,20
1622,San Pedro Cholula,21
1623,San Pedro Comitancillo,20
1624,San Pedro Coxcaltepec Cántaros,20
1625,San Pedro de La Cueva,26
1626,San Pedro Del Gallo,10
1627,San Pedro El Alto,20
1628,San Pedro Garza García,19
1629,San Pedro Huamelula,20
1630,San Pedro Huilotepec,20
1631,San Pedro Ixcatlán,20
1632,San Pedro Ixtlahuaca,20
1633,San Pedro Jaltepetongo,20
1634,San Pedro Jicayán,20
1635,San Pedro Jocotipac,20
1636,San Pedro Juchatengo,20
1637,San Pedro Lagunillas,18
1638,San Pedro Mártir,20
1639,San Pedro Mártir Quiechapa,20
1640,San Pedro Mártir Yucuxaco,20
1641,San Pedro Mixtepec-juquila,20
1642,San Pedro Mixtepec-miahuatlan,20
1643,San Pedro Molinos,20
1644,San Pedro Nopala,20
1645,San Pedro Ocopetatillo,20
1646,San Pedro Ocotepec,20
1647,San Pedro Pochutla,20
1648,San Pedro Quiatoni,20
1649,San Pedro Sochiapam,20
1650,San Pedro Tapanatepec,20
1651,San Pedro Taviche,20
1652,San Pedro Teozacoalco,20
1653,San Pedro Teutila,20
1654,San Pedro Tidaá,20
1655,San Pedro Topiltepec,20
1656,San Pedro Totolapa,20
1657,San Pedro y San Pablo Ayutla,20
1658,San Pedro y San Pablo Teposcolula,20
1659,San Pedro y San Pablo Tequixtepec,20
1660,San Pedro Yólox,20
1661,San Pedro Yaneri,20
1662,San Pedro Yeloixtlahuaca,21
1663,San Pedro Yucunama,20
1664,San Rafael,30
1665,San Raymundo Jalpan,20
1666,San Salvador,13
1667,San Salvador El Seco,21
1668,San Salvador El Verde,21
1669,San Salvador Huixcolotla,21
1670,San Sebastián Abasolo,20
1671,San Sebastián Coatlán,20
1672,San Sebastián del Oeste,14
1673,San Sebastián Ixcapa,20
1674,San Sebastián Nicananduta,20
1675,San Sebastián Río Hondo,20
1676,San Sebastián Tecomaxtlahuaca,20
1677,San Sebastián Teitipac,20
1678,San Sebastián Tlacotepec,21
1679,San Sebastián Tutla,20
1680,San Simón Almolongas,20
1681,San Simón de Guerrero,15
1682,San Simón Zahuatlán,20
1683,San Vicente Coatlán,20
1684,San Vicente Lachixío,20
1685,San Vicente Nuñú,20
1686,San Vicente Tancuayalab,24
1687,Sanahcat,31
1688,Sanctórum de Lázaro Cárdenas,29
1689,Santa Ana,20
1690,Santa Ana,26
1691,Santa Ana Ateixtlahuaca,20
1692,Santa Ana Cuauhtémoc,20
1693,Santa Ana Del Valle,20
1694,Santa Ana Maya,16
1695,Santa Ana Nopalucan,29
1696,Santa Ana Tavela,20
1697,Santa Ana Tlapacoyan,20
1698,Santa Ana Yareni,20
1699,Santa Ana Zegache,20
1700,Santa Apolonia Teacalco,29
1701,Santa Bárbara,8
1702,Santa Catalina Quieró,20
1703,Santa Catarina,24
1704,Santa Catarina,11
1705,Santa Catarina,19
1706,Santa Catarina Ayometla,29
1707,Santa Catarina Cuixtla,20
1708,Santa Catarina Ixtepeji,20
1709,Santa Catarina Juquila,20
1710,Santa Catarina Lachatao,20
1711,Santa Catarina Loxicha,20
1712,Santa Catarina Mechoacán,20
1713,Santa Catarina Minas,20
1714,Santa Catarina Quiané,20
1715,Santa Catarina Quioquitani,20
1716,Santa Catarina Tayata,20
1717,Santa Catarina Ticuá,20
1718,Santa Catarina Tlaltempan,21
1719,Santa Catarina Yosonotú,20
1720,Santa Catarina Zapoquila,20
1721,Santa Clara,10
1722,Santa Cruz,26
1723,Santa Cruz Acatepec,20
1724,Santa Cruz Amilpas,20
1725,Santa Cruz de Bravo,20
1726,Santa Cruz de Juventino Rosas,11
1727,Santa Cruz Itundujia,20
1728,Santa Cruz Mixtepec,20
1729,Santa Cruz Nundaco,20
1730,Santa Cruz Papalutla,20
1731,Santa Cruz Quilehtla,29
1732,Santa Cruz Tacache de Mina,20
1733,Santa Cruz Tacahua,20
1734,Santa Cruz Tayata,20
1735,Santa Cruz Tlaxcala,29
1736,Santa Cruz Xitla,20
1737,Santa Cruz Xoxocotlán,20
1738,Santa Cruz Zenzontepec,20
1739,Santa Elena,31
1740,Santa Gertrudis,20
1741,Santa Inés Ahuatempan,21
1742,Santa Inés de Zaragoza,20
1743,Santa Inés del Monte,20
1744,Santa Inés Yatzeche,20
1745,Santa Isabel,8
1746,Santa Isabel Cholula,21
1747,Santa Isabel Xiloxoxtla,29
1748,Santa Lucóa del Camino,20
1749,Santa Lucóa Miahuatlán,20
1750,Santa Lucóa Monteverde,20
1751,Santa Lucóa Ocotlán,20
1752,Santa Magdalena Jicotlán,20
1753,Santa Maróa Alotepec,20
1754,Santa Maróa Apazco,20
1755,Santa Maróa Atzompa,20
1756,Santa Maróa Camotlán,20
1757,Santa Maróa Chachoápam,20
1758,Santa Maróa Chilchotla,20
1759,Santa Maróa Chimalapa,20
1760,Santa Maróa Colotepec,20
1761,Santa Maróa Cortijo,20
1762,Santa Maróa Coyotepec,20
1763,Santa Maróa de la Paz,32
1764,Santa Maróa de los ángeles,14
1765,Santa Maróa del Oro,14
1766,Santa Maróa del Oro,18
1767,Santa Maróa del Río,24
1768,Santa Maróa del Rosario,20
1769,Santa Maróa del Tule,20
1770,Santa Maróa Ecatepec,20
1771,Santa Maróa Guelacé,20
1772,Santa Maróa Guienagati,20
1773,Santa Maróa Huatulco,20
1774,Santa Maróa Huazolotitlán,20
1775,Santa Maróa Ipalapa,20
1776,Santa Maróa Ixcatlán,20
1777,Santa Maróa Jacatepec,20
1778,Santa Maróa Jalapa del Marqués,20
1779,Santa Maróa Jaltianguis,20
1780,Santa Maróa la Asunción,20
1781,Santa Maróa Lachixío,20
1782,Santa Maróa Mixtequilla,20
1783,Santa Maróa Nativitas,20
1784,Santa Maróa Nduayaco,20
1785,Santa Maróa Ozolotepec,20
1786,Santa Maróa Pápalo,20
1787,Santa Maróa Peñoles,20
1788,Santa Maróa Petapa,20
1789,Santa Maróa Quiegolani,20
1790,Santa Maróa Sola,20
1791,Santa Maróa Tataltepec,20
1792,Santa Maróa Tecomavaca,20
1793,Santa Maróa Temaxcalapa,20
1794,Santa Maróa Temaxcaltepec,20
1795,Santa Maróa Teopoxco,20
1796,Santa Maróa Tepantlali,20
1797,Santa Maróa Texcatitlán,20
1798,Santa Maróa Tlahuitoltepec,20
1799,Santa Maróa Tlalixtac,20
1800,Santa Maróa Tonameca,20
1801,Santa Maróa Totolapilla,20
1802,Santa Maróa Xadani,20
1803,Santa Maróa Yalina,20
1804,Santa Maróa Yavesóa,20
1805,Santa Maróa Yolotepec,20
1806,Santa Maróa Yosoyúa,20
1807,Santa Maróa Yucuhiti,20
1808,Santa Maróa Zacatepec,20
1809,Santa Maróa Zaniza,20
1810,Santa Maróa Zoquitlán,20
1811,Santa Maria Chilapa de Diaz,20
1812,Santiago,19
1813,Santiago Amoltepec,20
1814,Santiago Apóstol,20
1815,Santiago Apoala,20
1816,Santiago Astata,20
1817,Santiago Atitlán,20
1818,Santiago Ayuquililla,20
1819,Santiago Cacaloxtepec,20
1820,Santiago Camotlán,20
1821,Santiago Chazumba,20
1822,Santiago Choapam,20
1823,Santiago Comaltepec,20
1824,Santiago de Anaya,13
1825,Santiago del Río,20
1826,Santiago El Pinar,7
1827,Santiago Huajolotitlán,20
1828,Santiago Huauclilla,20
1829,Santiago Ihuitlán Plumas,20
1830,Santiago Ixcuintepec,20
1831,Santiago Ixcuintla,18
1832,Santiago Ixtayutla,20
1833,Santiago Jamiltepec,20
1834,Santiago Jocotepec,20
1835,Santiago Juxtlahuaca,20
1836,Santiago Lachiguiri,20
1837,Santiago Lalopa,20
1838,Santiago Laollaga,20
1839,Santiago Laxopa,20
1840,Santiago Llano Grande,20
1841,Santiago Maravatío,11
1842,Santiago Matatlán,20
1843,Santiago Miahuatlán,21
1844,Santiago Miltepec,20
1845,Santiago Minas,20
1846,Santiago Nacaltepec,20
1847,Santiago Nejapilla,20
1848,Santiago Niltepec,20
1849,Santiago Nundiche,20
1850,Santiago Nuyoí,20
1851,Santiago Papasquiaro,10
1852,Santiago Pinotepa Nacional,20
1853,Santiago Sochiapan,30
1854,Santiago Suchilquitongo,20
1855,Santiago Tamazola,20
1856,Santiago Tapextla,20
1857,Santiago Tenango,20
1858,Santiago Tepetlapa,20
1859,Santiago Tetepec,20
1860,Santiago Texcalcingo,20
1861,Santiago Textitlán,20
1862,Santiago Tilantongo,20
1863,Santiago Tillo,20
1864,Santiago Tlazoyaltepec,20
1865,Santiago Tulantepec de Lugo Guerrero,13
1866,Santiago Tuxtla,30
1867,Santiago Xanica,20
1868,Santiago Xiacuó,20
1869,Santiago Yaitepec,20
1870,Santiago Yaveo,20
1871,Santiago Yolomécatl,20
1872,Santiago Yosondúa,20
1873,Santiago Yucuyachi,20
1874,Santiago Zacatepec,20
1875,Santiago Zoochila,20
1876,Santo Domingo,24
1877,Santo Domingo Albarradas,20
1878,Santo Domingo Armenta,20
1879,Santo Domingo Chihuitán,20
1880,Santo Domingo de Morelos,20
1881,Santo Domingo Ingenio,20
1882,Santo Domingo Ixcatlán,20
1883,Santo Domingo Nuxaá,20
1884,Santo Domingo Ozolotepec,20
1885,Santo Domingo Petapa,20
1886,Santo Domingo Roayaga,20
1887,Santo Domingo Tehuantepec,20
1888,Santo Domingo Teojomulco,20
1889,Santo Domingo Tepuxtepec,20
1890,Santo Domingo Tlatayápam,20
1891,Santo Domingo Tomaltepec,20
1892,Santo Domingo Tonalá,20
1893,Santo Domingo Tonaltepec,20
1894,Santo Domingo Xagacóa,20
1895,Santo Domingo Yanhuitlán,20
1896,Santo Domingo Yodohino,20
1897,Santo Domingo Zanatepec,20
1898,Santo Tomás,15
1899,Santo Tomás Hueyotlipan,21
1900,Santo Tomás Jalieza,20
1901,Santo Tomás Mazaltepec,20
1902,Santo Tomás Ocotepec,20
1903,Santo Tomás Tamazulapan,20
1904,Santos Reyes Nopala,20
1905,Santos Reyes Pápalo,20
1906,Santos Reyes Tepejillo,20
1907,Santos Reyes Yucuná,20
1908,Súchil,10
1909,Satevó,8
1910,Saucillo,8
1911,Sayula,14
1912,Sayula de Alemán,30
1913,Senguio,16
1914,Seyé,31
1915,Sierra Mojada,5
1916,Silacayoápam,20
1917,Silao,11
1918,Siltepec,7
1919,Simojovel,7
1920,Sinaloa,25
1921,Sinanché,31
1922,Singuilucan,13
1923,Sitalá,7
1924,Sitio de Xitlapehua,20
1925,Sochiapa,30
1926,Socoltenango,7
1927,Soconusco,30
1928,Soledad Atzompa,30
1929,Soledad de Doblado,30
1930,Soledad de Graciano Sánchez,24
1931,Soledad Etla,20
1932,Solidaridad,23
1933,Solosuchiapa,7
1934,Soltepec,21
1935,Sombrerete,32
1936,Soteapan,30
1937,Soto La Marina,28
1938,Sotuta,31
1939,Soyaló,7
1940,Soyaniquilpan de Juárez,15
1941,Soyopa,26
1942,Suaqui Grande,26
1943,Suchiapa,7
1944,Suchiate,7
1945,Sucilá,31
1946,Sudzal,31
1947,Sultepec,15
1948,Suma,31
1949,Sunuapa,7
1950,Susticacán,32
1951,Susupuato,16
1952,Técpan de Galeana,12
1953,Tabasco,32
1954,Tacámbaro,16
1955,Tacotalpa,27
1956,Tahdziú,31
1957,Tahmek,31
1958,Tala,14
1959,Talpa de Allende,14
1960,Tamalón,30
1961,Tamasopo,24
1962,Tamazula,10
1963,Tamazula de Gordiano,14
1964,Tamazulapam del Espóritu Santo,20
1965,Tamazunchale,24
1966,Tamiahua,30
1967,Tampacán,24
1968,Tampamolón Corona,24
1969,Tampico,28
1970,Tampico Alto,30
1971,Tamuín,24
1972,Tancanhuitz,24
1973,Tancótaro,16
1974,Tancoco,30
1975,Tanetze de Zaragoza,20
1976,Tangamandapio,16
1977,Tangancócuaro,16
1978,Tanhuato,16
1979,Taniche,20
1980,Tanlajás,24
1981,Tanquián de Escobedo,24
1982,Tantima,30
1983,Tantoyuca,30
1984,Túxpam,30
1985,Tapachula,7
1986,Tapalapa,7
1987,Tapalpa,14
1988,Tapilula,7
1989,Tarómbaro,16
1990,Tarandacuao,11
1991,Taretan,16
1992,Tarimoro,11
1993,Tasquillo,13
1994,Tatahuicapan de Juárez,30
1995,Tataltepec de Valdés,20
1996,Tatatila,30
1997,Taxco de Alarcón,12
1998,Teabo,31
1999,Teúl de González Ortega,32
2000,Teapa,27
2001,Tecámac,15
2002,Tecali de Herrera,21
2003,Tecalitlán,14
